ID	target	implied_statement
304279764338872320	Catholics	Catholics promote the end of protestants
898800158661459969	moderates	Moderates hate Antifa.
946402785548845056	non-white people	non-white people are selfish
783710007565115392	Minorities	Minorities are pushing whites out.
270243295001735169	Liberals	Liberals are inferior people
937160280211013633	non-white people	non-white people are a threat
285575340439515136	Blacks	Blacks want to be subservient to whites.
919698179565559808	Gays	Gays are aberrant.
842816352792600581	Minorities	Minorities want to wipe out whites
748632052766023681	Minorities	Minorities are subhuman
847650490015858688	Immigrants	Immigrants are purging and have to be deported
932334456337297413	non-white people	non-white people are oppressors
682267204956471296	Jews	Jews are devils
902171693753532417	Blacks	Blacks turn on their own people.
819531864985784320	Muslims	Muslims slaughter sheep.
271318474373095424	Immigrants	Immigrants are taking over.
420825304584572928	white people	white people are gay and like my little poney
860585834168426499	white people	White people shouldn't be immortalized in statues.
922641736257609729	Whites	Whites control all the power
859851910316208129	Minorities	Minorities are substandard people
848997986713522048	Immigrants	Immigrants should be deported
919131096444317696	Whites	Whites are separatists.
425715323929505792	Islamic people	Islamic people are killers.
900199404266762240	Minorities	Minorities are lower class than whites
875595429739544576	white people	White people should survive.
605081229642330112	People of color	People of color are dirty, bad, and often come from unmarried families
931404237736525824	Muslims	Muslims manipulate whites
856874537664876546	white people	White people are liars.
281120650368778241	black people	Black people are on foodstamps.
859604796302651520	Muslims	All muslims are terrorists.
767387268772405248	non-white people	non-white people are enemies
909633241925193600	Immigrants	Immigrants have to get out from the country
282817053151338496	Minorities	Minorities are inferior races
508219467566837760	Black people	Black people are violent
863792870771347457	Whites	Whites are prejudiced
874070885065515008	white people	White people need their on country.
574363950696939520	Muslims	Muslims are terrorists
643916824690692097	Blacks	Blacks hold double standards for others.
796865466245353472	Whites	Whites are racists
768633866475016192	non-white people	non-white people are incompatible with Western soceity
537349392349818881	Progressives	Progressives are liars
901492770984079360	Jews	Jews despise whites
282187622430941184	Minorities	Minorities are a drag on society.
290284772356390912	Immigrants	Third world people are inferior
855784116683497472	Minorities	Minorities wants to wipe out the white race
800885083074764802	white people	white people are being duped
896474995508916224	Liberals	Liberals hate whites.
760696113896751104	white people	White people don't adopt white children.
836698776848891904	white people	White people aren't allowed to have their own schools.
924429796435812352	White people	White people want others to live in poverty.
897186826884177922	BLM	BLM is destroying things.
825360942389198849	Jews	Jews are not white.
649077225321435137	non-white people	non-white people are inferior
901913247758000130	Leftists	Leftists are dishonest and manipulative
703032835964276736	Minorities	Minorities are inferior to whites
910164296952410112	Minorities	Minorities are substandard
804704444747317248	Muslims	Muslims act superior to others.
884495462425739264	Liberals	Liberals don't like white people.
928821692906065920	Mentally ill people	Mentally ill people are violent
279013740404432896	Whites	White population is being encroached upon by minorities
634763430780641281	Israelites	Israelits lie about not having enough money since they support racism.
936686249234100225	people of color	People of color want to get rid of white people
614171575420452864	Blacks	Blacks victimize whites.
659095094650245120	white liberals	White liberals love terrorists.
916661996916948992	Immigrants	Immigrants are hateful
632300663674769408	Jews	Jews are evil
862669953748664323	Minorities	Minorities are manipulative liars.
393714129338236928	Minorities	Minorities are vicious and brutal killers.
853961762953191424	white people	White people are oppressed.
823194357612347392	Minorities	Minorities are trying to destroy white culture
810429599075147648	Black people	Black people should be exiled
553957902151852032	Islamic followers	Islamic followers are violent
842923444916379520	Not specified	the group should not receive money for sanctuary cities.
853378372629663745	Antifa	Antifa are trouble.
539986744754864128	Black people	Black people are undesirable
840610499003838464	immigrants	immigrants are a product of their own misbehavior and should not be allowed into a glorious place such as America
346058611203637248	Illegals	Illegals feed off the government
881915657637572609	Jews	Jews are devious
716194976896573440	Whites	Whites are crazy.
922585904388206592	whites	whites feel superior
908068914940215296	antifa	Antifa don't like white people.
933495755062566656	Illegal immigrants	Illegal immigrants are using up taxpayer money
924767337424867329	White people	white people are afraid of other races
352903000676761600	non-white people	non-white people are racist
481088954939473920	Minorities	Minorities are wiping out the white race.
808614513620750336	white	white people are degenerate
348012622689476608	Gypsies	Gypsies are aggressive towards white people
910625338585006080	Immigrants	Immigrants should be deported
658381255554170880	Immigrants	Immigrants break the law
913491840283893632	Immigrants	Immigrants have to go to places far from civilization
931930702844751872	LGBTQ	violence against homosexuals
739845385217155073	Male conservatives	Male conservatives are weak.
942770330497703936	Gays	Gays are abnormal.
893095630196711424	white people	White people are racist.
937151586190741504	Minorities	Minorities hate America
910998732094820480	Immigrants	Immigrants should be deported
869599908407287808	Illegals	Illegals siphon off of the government
943219791120171008	Immigrants	Immigrants are not worth living in their country.
790910383036956672	Muslims	Muslims take everything they hear as the truth
848526598286450689	immigrants	Immigrants are bad.
858385996274159616	non-white people	non-white people are threatening
838284679992209408	Jews	Jews are anti-white
915685603638947840	left	the left has race guilt
457170565543886848	Jews	Jews attack whites
529153356824985600	Liberals	Liberals are retard
829539739212595201	Muslims	Muslims hate whites
737667650877165572	white people	White people think they are better than other races.
898317530892165120	Muslims	Muslims are dangerous
